"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.0","11.5","18.5","1284","Female","18 to 44 Years","All Races","All Grades"
"2015","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.4","11.6","15.2","7316","Female","All Ages","All Races","All Grades"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.5","13.9","17.1","8557","Overall","All Ages","White","All Grades"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.6","13.4","15.8","12126","Overall","All Ages","All Races","All Grades"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.2","4.1","12.3","366","Overall","All Ages","Hispanic","All Grades"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","6.5","2.2","10.8","275","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.8","14.1","19.5","2391","Overall","All Ages","African American","All Grades"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.2","9.4","39.0","73","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.6","8.4","10.8","7984","Overall","Age 25 and Older","All Races","> 12th Grade"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.5","19.5","25.5","3118","Overall","Age 25 and Older","All Races","12th Grade"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.6","22.5","34.7","644","Overall","Age 25 and Older","All Races","< 12th Grade"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.7","8.5","10.9","8141","Overall","Age 20 and Older","All Races","> 12th Grade"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.3","18.5","24.1","3178","Overall","Age 20 and Older","All Races","12th Grade"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.4","22.4","34.4","652","Overall","Age 20 and Older","All Races","< 12th Grade"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.2","15.2","19.2","5145","Overall","45 to 64 Years","All Races","All Grades"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.7","7.1","10.3","4513","Overall","65 Years and Older","All Races","All Grades"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.7","6.7","14.7","338","Overall","18 to 24 Years","All Races","All Grades"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.5","14.0","19.0","2130","Overall","25 to 44 Years","All Races","All Grades"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.8","14.7","18.9","4609","Male","All Ages","All Races","All Grades"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.2","9.7","14.7","1512","Female","18 to 44 Years","All Races","All Grades"
"2014","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.6","11.2","14.0","7517","Female","All Ages","All Races","All Grades"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.0","11.9","20.1","460","Overall","18 to 24 Years","All Races","All Grades"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.8","15.5","18.1","8788","Overall","All Ages","White","All Grades"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.4","15.3","17.5","12593","Overall","All Ages","All Races","All Grades"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.4","4.3","14.5","280","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.0","7.4","14.6","474","Overall","All Ages","Hispanic","All Grades"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.9","10.7","13.1","8145","Overall","Age 25 and Older","All Races","> 12th Grade"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.4","14.9","19.9","2481","Overall","All Ages","African American","All Grades"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","33.9","15.2","52.6","62","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.0","20.7","25.3","3142","Overall","Age 25 and Older","All Races","12th Grade"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.0","21.0","31.0","798","Overall","Age 25 and Older","All Races","< 12th Grade"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.8","10.7","12.9","8362","Overall","Age 20 and Older","All Races","> 12th Grade"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.4","20.6","30.2","830","Overall","Age 20 and Older","All Races","< 12th Grade"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.5","21.2","25.8","3222","Overall","Age 20 and Older","All Races","12th Grade"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.8","17.5","22.1","2671","Overall","25 to 44 Years","All Races","All Grades"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.1","15.6","18.6","5304","Overall","45 to 64 Years","All Races","All Grades"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.7","7.2","10.2","4158","Overall","65 Years and Older","All Races","All Grades"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.4","17.5","21.3","4832","Male","All Ages","All Races","All Grades"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.9","12.6","17.2","1872","Female","18 to 44 Years","All Races","All Grades"
"2013","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.7","12.4","15.0","7761","Female","All Ages","All Races","All Grades"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.2","15.0","17.4","12456","Overall","All Ages","All Races","All Grades"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.1","5.3","14.9","321","Overall","All Ages","Hispanic","All Grades"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.6","16.1","19.1","8985","Overall","All Ages","White","All Grades"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","7.3","2.7","11.9","259","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.7","5.3","30.1","58","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.0","20.4","25.6","3135","Overall","Age 25 and Older","All Races","12th Grade"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.0","9.8","12.2","7977","Overall","Age 25 and Older","All Races","> 12th Grade"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.7","14.2","19.2","2384","Overall","All Ages","African American","All Grades"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.3","10.1","12.5","8162","Overall","Age 20 and Older","All Races","> 12th Grade"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.9","20.3","25.5","3199","Overall","Age 20 and Older","All Races","12th Grade"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","30.6","25.3","35.9","808","Overall","Age 25 and Older","All Races","< 12th Grade"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","30.9","25.6","36.2","816","Overall","Age 20 and Older","All Races","< 12th Grade"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.0","7.3","10.7","4086","Overall","65 Years and Older","All Races","All Grades"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.4","16.9","21.9","2570","Overall","25 to 44 Years","All Races","All Grades"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.4","15.8","19.0","5287","Overall","45 to 64 Years","All Races","All Grades"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.4","10.0","18.8","343","Overall","18 to 24 Years","All Races","All Grades"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.5","15.6","19.4","4763","Male","All Ages","All Races","All Grades"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.2","13.4","19.0","1735","Female","18 to 44 Years","All Races","All Grades"
"2012","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.9","13.4","16.4","7693","Female","All Ages","All Races","All Grades"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.1","2.7","15.5","192","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.9","12.7","27.1","290","Overall","All Ages","Hispanic","All Grades"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.6","18.0","21.2","7198","Overall","All Ages","White","All Grades"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.1","17.8","20.4","10061","Overall","All Ages","All Races","All Grades"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.9","16.2","21.6","2014","Overall","All Ages","African American","All Grades"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.7","10.5","12.9","6365","Overall","Age 25 and Older","All Races","> 12th Grade"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.3","24.5","30.1","2564","Overall","Age 25 and Older","All Races","12th Grade"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","33.5","27.7","39.3","606","Overall","Age 25 and Older","All Races","< 12th Grade"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.2","10.9","13.5","6540","Overall","Age 20 and Older","All Races","> 12th Grade"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.5","24.7","30.3","2626","Overall","Age 20 and Older","All Races","12th Grade"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.2","7.5","10.9","2865","Overall","65 Years and Older","All Races","All Grades"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","36.5","30.6","42.4","618","Overall","Age 20 and Older","All Races","< 12th Grade"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.9","18.1","21.7","4248","Overall","45 to 64 Years","All Races","All Grades"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.9","19.4","24.4","2469","Overall","25 to 44 Years","All Races","All Grades"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.0","17.3","28.7","325","Overall","18 to 24 Years","All Races","All Grades"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.2","19.0","23.4","3768","Male","All Ages","All Races","All Grades"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.2","15.6","18.8","6293","Female","All Ages","All Races","All Grades"
"2011","Maryland","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.7","15.8","21.6","1732","Female","18 to 44 Years","All Races","All Grades"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.1","7.1","13.1","490","Overall","18 to 24 Years","All Races","All Grades"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.2","14.7","19.7","1522","Overall","25 to 44 Years","All Races","All Grades"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.1","17.1","23.1","1138","Overall","Age 20 and Older","All Races","12th Grade"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","32.0","25.4","38.6","304","Overall","Age 20 and Older","All Races","< 12th Grade"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.8","11.9","15.7","2351","Overall","45 to 64 Years","All Races","All Grades"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.0","7.0","11.0","2108","Overall","65 Years and Older","All Races","All Grades"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.4","12.2","14.6","6471","Overall","All Ages","All Races","All Grades"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.1","12.7","15.5","5069","Overall","All Ages","White","All Grades"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.9","6.8","15.0","320","Overall","All Ages","African American","All Grades"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.7","10.0","17.4","502","Overall","All Ages","Hispanic","All Grades"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","4.9","1.8","8.0","219","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","32.0","25.2","38.8","293","Overall","Age 25 and Older","All Races","< 12th Grade"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.5","7.5","9.5","4880","Overall","Age 20 and Older","All Races","> 12th Grade"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.5","17.4","23.6","1069","Overall","Age 25 and Older","All Races","12th Grade"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.6","7.6","9.6","4587","Overall","Age 25 and Older","All Races","> 12th Grade"
"2018","Massachusetts","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.2","13.4","17.0","2974","Male","All Ages","All Races","All Grades"
